PITNum,Release_Date,Date _of_Detect,Days_to_Detect,Water_Year,Release_Group ,Ordinal_Day_From_Release,Release_ID
900226000568961,3/29/2014,4/21/2014,23,14,3,88,14.3
900226000568962,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000568964,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000568966,3/16/2014,4/2/2014,17,14,1,75,14.1
900226000568967,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000568968,3/29/2014,4/18/2014,20,14,3,88,14.3
900226000568969,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000568971,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000568972,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000568974,3/29/2014,4/2/2014,4,14,3,88,14.3
900226000568977,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000568978,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000568979,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000568981,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000568982,3/29/2014,4/5/2014,7,14,3,88,14.3
900226000568983,3/29/2014,4/8/2014,10,14,3,88,14.3
900226000568984,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000568986,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000568992,3/29/2014,4/18/2014,20,14,3,88,14.3
900226000568993,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000568999,3/16/2014,3/31/2014,15,14,1,75,14.1
900226000569000,4/6/2014,4/10/2014,4,14,4,96,14.4
900226000569003,4/14/2014,4/15/2014,1,14,5,104,14.5
900226000569004,4/6/2014,4/11/2014,5,14,4,96,14.4
900226000569005,4/14/2014,6/5/2014,52,14,5,104,14.5
900226000569006,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569009,4/14/2014,4/17/2014,3,14,5,104,14.5
900226000569010,4/6/2014,4/9/2014,3,14,4,96,14.4
900226000569011,4/6/2014,4/17/2014,11,14,4,96,14.4
900226000569012,4/14/2014,4/16/2014,2,14,5,104,14.5
900226000569014,4/6/2014,4/25/2014,19,14,4,96,14.4
900226000569015,4/6/2014,4/15/2014,9,14,4,96,14.4
900226000569016,4/6/2014,4/12/2014,6,14,4,96,14.4
900226000569017,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569018,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569019,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569020,4/6/2014,4/18/2014,12,14,4,96,14.4
900226000569021,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569022,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569024,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569025,4/6/2014,4/9/2014,3,14,4,96,14.4
900226000569026,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569027,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569028,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569029,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569031,4/6/2014,4/12/2014,6,14,4,96,14.4
900226000569033,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569034,4/14/2014,4/15/2014,1,14,5,104,14.5
900226000569038,4/14/2014,4/16/2014,2,14,5,104,14.5
900226000569039,4/6/2014,4/12/2014,6,14,4,96,14.4
900226000569040,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569043,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569045,4/6/2014,4/18/2014,12,14,4,96,14.4
900226000569046,4/6/2014,4/16/2014,10,14,4,96,14.4
900226000569047,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569048,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569049,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569050,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569051,4/6/2014,4/17/2014,11,14,4,96,14.4
900226000569053,4/6/2014,4/15/2014,9,14,4,96,14.4
900226000569054,4/14/2014,4/17/2014,3,14,5,104,14.5
900226000569055,4/6/2014,4/18/2014,12,14,4,96,14.4
900226000569057,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569058,4/6/2014,4/13/2014,7,14,4,96,14.4
900226000569059,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569061,4/14/2014,4/18/2014,4,14,5,104,14.5
900226000569062,4/6/2014,4/17/2014,11,14,4,96,14.4
900226000569063,5/6/2014,5/10/2014,4,14,8,126,14.8
900226000569065,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569067,4/14/2014,4/17/2014,3,14,5,104,14.5
900226000569068,4/6/2014,4/15/2014,9,14,4,96,14.4
900226000569069,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569070,4/6/2014,4/21/2014,15,14,4,96,14.4
900226000569071,4/6/2014,4/19/2014,13,14,4,96,14.4
900226000569072,4/6/2014,4/10/2014,4,14,4,96,14.4
900226000569074,4/14/2014,4/15/2014,1,14,5,104,14.5
900226000569075,4/6/2014,4/25/2014,19,14,4,96,14.4
900226000569076,4/6/2014,4/19/2014,13,14,4,96,14.4
900226000569077,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569078,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569079,4/6/2014,4/26/2014,20,14,4,96,14.4
900226000569081,4/6/2014,4/21/2014,15,14,4,96,14.4
900226000569082,4/6/2014,4/11/2014,5,14,4,96,14.4
900226000569084,4/6/2014,4/11/2014,5,14,4,96,14.4
900226000569085,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569086,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569087,4/14/2014,4/20/2014,6,14,5,104,14.5
900226000569088,4/14/2014,4/16/2014,2,14,5,104,14.5
900226000569089,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569091,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569092,4/6/2014,4/12/2014,6,14,4,96,14.4
900226000569093,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569095,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569096,4/6/2014,4/16/2014,10,14,4,96,14.4
900226000569097,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569098,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569099,4/6/2014,4/15/2014,9,14,4,96,14.4
900226000569100,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569101,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569103,4/6/2014,4/12/2014,6,14,4,96,14.4
900226000569104,4/14/2014,4/16/2014,2,14,5,104,14.5
900226000569105,4/14/2014,4/20/2014,6,14,5,104,14.5
900226000569106,4/14/2014,4/16/2014,2,14,5,104,14.5
900226000569107,4/6/2014,4/11/2014,5,14,4,96,14.4
900226000569108,4/6/2014,4/9/2014,3,14,4,96,14.4
900226000569109,4/6/2014,4/18/2014,12,14,4,96,14.4
900226000569110,4/6/2014,4/18/2014,12,14,4,96,14.4
900226000569111,4/6/2014,4/19/2014,13,14,4,96,14.4
900226000569112,4/6/2014,4/19/2014,13,14,4,96,14.4
900226000569113,4/6/2014,4/25/2014,19,14,4,96,14.4
900226000569114,4/6/2014,4/12/2014,6,14,4,96,14.4
900226000569115,4/6/2014,4/18/2014,12,14,4,96,14.4
900226000569116,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569117,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569118,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569119,4/6/2014,4/17/2014,11,14,4,96,14.4
900226000569120,4/6/2014,4/9/2014,3,14,4,96,14.4
900226000569121,4/14/2014,5/2/2014,18,14,5,104,14.5
900226000569122,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569123,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569124,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569125,4/6/2014,4/25/2014,19,14,4,96,14.4
900226000569128,4/6/2014,4/24/2014,18,14,4,96,14.4
900226000569129,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569131,4/6/2014,4/15/2014,9,14,4,96,14.4
900226000569133,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569135,4/14/2014,4/25/2014,11,14,5,104,14.5
900226000569137,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569138,4/6/2014,4/15/2014,9,14,4,96,14.4
900226000569139,4/6/2014,4/25/2014,19,14,4,96,14.4
900226000569140,4/6/2014,4/12/2014,6,14,4,96,14.4
900226000569141,4/6/2014,4/18/2014,12,14,4,96,14.4
900226000569142,4/6/2014,4/18/2014,12,14,4,96,14.4
900226000569143,4/14/2014,4/18/2014,4,14,5,104,14.5
900226000569145,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569146,4/6/2014,4/13/2014,7,14,4,96,14.4
900226000569147,4/6/2014,4/23/2014,17,14,4,96,14.4
900226000569148,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569149,4/6/2014,4/9/2014,3,14,4,96,14.4
900226000569150,4/6/2014,4/13/2014,7,14,4,96,14.4
900226000569152,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569153,4/6/2014,4/12/2014,6,14,4,96,14.4
900226000569155,4/6/2014,4/20/2014,14,14,4,96,14.4
900226000569156,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569157,4/6/2014,4/18/2014,12,14,4,96,14.4
900226000569158,4/6/2014,4/17/2014,11,14,4,96,14.4
900226000569161,4/6/2014,4/18/2014,12,14,4,96,14.4
900226000569162,4/6/2014,4/19/2014,13,14,4,96,14.4
900226000569163,4/14/2014,4/16/2014,2,14,5,104,14.5
900226000569164,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569165,4/6/2014,4/12/2014,6,14,4,96,14.4
900226000569166,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569167,4/14/2014,4/24/2014,10,14,5,104,14.5
900226000569169,4/14/2014,4/18/2014,4,14,5,104,14.5
900226000569170,4/6/2014,4/17/2014,11,14,4,96,14.4
900226000569171,4/14/2014,4/25/2014,11,14,5,104,14.5
900226000569172,4/6/2014,5/2/2014,26,14,4,96,14.4
900226000569174,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569175,4/6/2014,4/17/2014,11,14,4,96,14.4
900226000569176,4/6/2014,4/9/2014,3,14,4,96,14.4
900226000569177,4/6/2014,5/3/2014,27,14,4,96,14.4
900226000569179,4/6/2014,4/15/2014,9,14,4,96,14.4
900226000569180,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569181,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569182,4/6/2014,4/25/2014,19,14,4,96,14.4
900226000569183,4/6/2014,4/10/2014,4,14,4,96,14.4
900226000569184,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569186,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569187,4/6/2014,4/18/2014,12,14,4,96,14.4
900226000569188,4/6/2014,4/17/2014,11,14,4,96,14.4
900226000569189,4/14/2014,5/2/2014,18,14,5,104,14.5
900226000569190,4/14/2014,5/2/2014,18,14,5,104,14.5
900226000569191,5/6/2014,5/17/2014,11,14,8,126,14.8
900226000569192,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569195,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569196,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569197,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569198,4/6/2014,4/9/2014,3,14,4,96,14.4
900226000569199,4/6/2014,4/27/2014,21,14,4,96,14.4
900226000569200,4/6/2014,4/20/2014,14,14,4,96,14.4
900226000569201,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569202,4/6/2014,4/15/2014,9,14,4,96,14.4
900226000569203,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569204,4/6/2014,4/15/2014,9,14,4,96,14.4
900226000569206,4/6/2014,5/14/2015,403,14,4,96,14.4
900226000569207,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569208,4/6/2014,4/9/2014,3,14,4,96,14.4
900226000569209,4/6/2014,4/17/2014,11,14,4,96,14.4
900226000569210,4/6/2014,4/22/2014,16,14,4,96,14.4
900226000569211,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569213,4/6/2014,4/16/2014,10,14,4,96,14.4
900226000569214,4/6/2014,4/18/2014,12,14,4,96,14.4
900226000569215,4/14/2014,4/17/2014,3,14,5,104,14.5
900226000569216,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569217,4/6/2014,4/17/2014,11,14,4,96,14.4
900226000569218,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569219,4/6/2014,4/15/2014,9,14,4,96,14.4
900226000569220,4/14/2014,4/26/2014,12,14,5,104,14.5
900226000569221,4/6/2014,4/11/2014,5,14,4,96,14.4
900226000569222,4/14/2014,4/19/2014,5,14,5,104,14.5
900226000569224,4/14/2014,4/25/2014,11,14,5,104,14.5
900226000569225,4/14/2014,4/18/2014,4,14,5,104,14.5
900226000569226,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569228,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569229,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569230,4/6/2014,4/9/2014,3,14,4,96,14.4
900226000569231,4/14/2014,4/21/2014,7,14,5,104,14.5
900226000569232,4/6/2014,4/26/2015,385,14,4,96,14.4
900226000569234,4/6/2014,4/13/2014,7,14,4,96,14.4
900226000569236,4/6/2014,4/22/2014,16,14,4,96,14.4
900226000569237,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569238,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569239,4/6/2014,4/19/2014,13,14,4,96,14.4
900226000569240,4/6/2014,11/30/2014,238,14,4,96,14.4
900226000569241,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569243,4/6/2014,4/11/2014,5,14,4,96,14.4
900226000569245,4/6/2014,4/7/2014,1,14,4,96,14.4
900226000569246,4/6/2014,4/17/2014,11,14,4,96,14.4
900226000569247,4/6/2014,4/8/2014,2,14,4,96,14.4
900226000569248,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569249,4/6/2014,4/14/2014,8,14,4,96,14.4
900226000569250,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569252,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569273,3/29/2014,4/15/2014,17,14,3,88,14.3
900226000569274,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000569283,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569305,3/29/2014,4/15/2014,17,14,3,88,14.3
900226000569306,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569331,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569346,3/29/2014,4/15/2014,17,14,3,88,14.3
900226000569363,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569372,3/29/2014,4/27/2014,29,14,3,88,14.3
900226000569377,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569393,3/29/2014,4/12/2014,14,14,3,88,14.3
900226000569395,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569415,3/29/2014,4/25/2014,27,14,3,88,14.3
900226000569421,3/29/2014,4/2/2014,4,14,3,88,14.3
900226000569457,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569472,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569500,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569501,3/29/2014,4/25/2014,27,14,3,88,14.3
900226000569502,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569503,3/29/2014,4/24/2014,26,14,3,88,14.3
900226000569504,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569506,3/29/2014,4/6/2014,8,14,3,88,14.3
900226000569508,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000569509,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569510,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569511,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569512,3/29/2014,4/14/2014,16,14,3,88,14.3
900226000569513,3/29/2014,4/14/2014,16,14,3,88,14.3
900226000569514,3/29/2014,5/7/2014,39,14,3,88,14.3
900226000569515,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569516,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000569517,3/29/2014,4/18/2014,20,14,3,88,14.3
900226000569518,3/29/2014,4/14/2014,16,14,3,88,14.3
900226000569520,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569521,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569522,3/29/2014,4/5/2014,7,14,3,88,14.3
900226000569523,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569524,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569525,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569527,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569529,3/29/2014,4/2/2014,4,14,3,88,14.3
900226000569530,3/29/2014,4/21/2014,23,14,3,88,14.3
900226000569531,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569533,3/29/2014,4/25/2014,27,14,3,88,14.3
900226000569534,3/29/2014,4/18/2014,20,14,3,88,14.3
900226000569535,3/29/2014,4/19/2014,21,14,3,88,14.3
900226000569536,3/29/2014,4/7/2014,9,14,3,88,14.3
900226000569538,3/29/2014,4/5/2014,7,14,3,88,14.3
900226000569539,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569540,3/29/2014,4/18/2014,20,14,3,88,14.3
900226000569542,3/29/2014,4/8/2014,10,14,3,88,14.3
900226000569543,3/29/2014,4/19/2014,21,14,3,88,14.3
900226000569545,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569546,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569547,3/29/2014,4/15/2014,17,14,3,88,14.3
900226000569548,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569549,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569550,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569551,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569554,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569555,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569556,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569557,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569558,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569559,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569560,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569561,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569562,3/29/2014,4/2/2014,4,14,3,88,14.3
900226000569563,3/29/2014,4/8/2014,10,14,3,88,14.3
900226000569564,3/29/2014,5/9/2014,41,14,3,88,14.3
900226000569565,3/29/2014,4/4/2014,6,14,3,88,14.3
900226000569566,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569567,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569568,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569569,3/29/2014,4/2/2014,4,14,3,88,14.3
900226000569570,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569571,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569572,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569573,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569575,3/29/2014,4/13/2014,15,14,3,88,14.3
900226000569576,3/29/2014,4/24/2014,26,14,3,88,14.3
900226000569577,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569578,3/29/2014,4/19/2014,21,14,3,88,14.3
900226000569579,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000569580,3/29/2014,4/18/2014,20,14,3,88,14.3
900226000569581,3/29/2014,4/15/2014,17,14,3,88,14.3
900226000569582,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569583,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569584,3/29/2014,4/17/2014,19,14,3,88,14.3
900226000569585,3/29/2014,4/13/2014,15,14,3,88,14.3
900226000569586,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569587,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569588,3/29/2014,4/5/2014,7,14,3,88,14.3
900226000569589,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000569590,3/29/2014,4/16/2014,18,14,3,88,14.3
900226000569591,3/29/2014,4/13/2014,15,14,3,88,14.3
900226000569592,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569593,3/29/2014,4/17/2014,19,14,3,88,14.3
900226000569594,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569595,3/29/2014,4/9/2014,11,14,3,88,14.3
900226000569596,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000569597,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569598,3/29/2014,4/14/2014,16,14,3,88,14.3
900226000569599,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000569604,3/29/2014,4/19/2014,21,14,3,88,14.3
900226000569605,3/29/2014,4/4/2014,6,14,3,88,14.3
900226000569609,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569610,3/29/2014,4/21/2014,23,14,3,88,14.3
900226000569611,3/29/2014,4/18/2014,20,14,3,88,14.3
900226000569612,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569613,3/29/2014,4/3/2014,5,14,3,88,14.3
900226000569614,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000569615,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569616,3/29/2014,4/5/2014,7,14,3,88,14.3
900226000569617,3/29/2014,2/9/2015,317,14,3,88,14.3
900226000569618,3/29/2014,4/18/2014,20,14,3,88,14.3
900226000569619,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569620,3/29/2014,4/14/2014,16,14,3,88,14.3
900226000569621,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569622,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569625,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569627,3/29/2014,4/17/2014,19,14,3,88,14.3
900226000569628,3/29/2014,4/18/2014,20,14,3,88,14.3
900226000569629,3/29/2014,4/2/2014,4,14,3,88,14.3
900226000569630,3/29/2014,4/9/2014,11,14,3,88,14.3
900226000569631,3/29/2014,4/2/2014,4,14,3,88,14.3
900226000569632,3/29/2014,4/18/2014,20,14,3,88,14.3
900226000569633,3/29/2014,4/24/2014,26,14,3,88,14.3
900226000569634,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569636,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569637,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569638,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569641,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569642,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569643,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569644,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569645,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569646,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569647,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569648,3/29/2014,4/5/2014,7,14,3,88,14.3
900226000569649,3/29/2014,4/5/2014,7,14,3,88,14.3
900226000569650,3/29/2014,4/25/2014,27,14,3,88,14.3
900226000569651,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000569652,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569653,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000569654,3/29/2014,4/14/2014,16,14,3,88,14.3
900226000569655,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569656,3/29/2014,4/6/2014,8,14,3,88,14.3
900226000569657,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569658,3/29/2014,4/4/2014,6,14,3,88,14.3
900226000569659,3/29/2014,4/5/2014,7,14,3,88,14.3
900226000569660,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569661,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569662,3/29/2014,4/8/2014,10,14,3,88,14.3
900226000569663,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569665,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569667,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569668,3/29/2014,4/12/2014,14,14,3,88,14.3
900226000569669,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569670,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569671,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569672,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569674,3/29/2014,4/17/2014,19,14,3,88,14.3
900226000569675,3/29/2014,4/4/2014,6,14,3,88,14.3
900226000569676,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569677,3/29/2014,4/18/2014,20,14,3,88,14.3
900226000569678,3/29/2014,4/2/2014,4,14,3,88,14.3
900226000569679,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000569680,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569681,3/29/2014,5/3/2014,35,14,3,88,14.3
900226000569682,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569683,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569684,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569685,3/29/2014,4/18/2014,20,14,3,88,14.3
900226000569687,3/29/2014,4/6/2014,8,14,3,88,14.3
900226000569688,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569690,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000569691,3/29/2014,3/29/2014,0,14,3,88,14.3
900226000569692,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569693,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000569694,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000569695,3/29/2014,4/12/2014,14,14,3,88,14.3
900226000569696,3/29/2014,4/12/2014,14,14,3,88,14.3
900226000569697,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569698,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569699,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569700,3/29/2014,4/8/2014,10,14,3,88,14.3
900226000569702,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569703,3/29/2014,4/7/2014,9,14,3,88,14.3
900226000569704,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569706,3/29/2014,4/5/2014,7,14,3,88,14.3
900226000569707,3/29/2014,4/5/2014,7,14,3,88,14.3
900226000569708,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569710,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569711,3/29/2014,4/2/2014,4,14,3,88,14.3
900226000569712,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569714,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569715,3/29/2014,4/2/2014,4,14,3,88,14.3
900226000569716,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569717,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569718,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569719,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569721,3/29/2014,4/1/2014,3,14,3,88,14.3
900226000569722,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569723,3/29/2014,4/2/2014,4,14,3,88,14.3
900226000569724,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569725,3/29/2014,3/30/2014,1,14,3,88,14.3
900226000569726,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569729,3/29/2014,4/2/2014,4,14,3,88,14.3
900226000569730,3/29/2014,4/9/2014,11,14,3,88,14.3
900226000569732,3/29/2014,3/31/2014,2,14,3,88,14.3
900226000569733,3/29/2014,3/30/2014,1,14,3,88,14.3
